common_name	SMILES_code	InChI_code	aroma	flavor
ethyl nonanoate	CCCCCCCCC(=O)OCC	InChI=1S/C11H22O2/c1-3-5-6-7-8-9-10-11(12)13-4-2/h3-10H2,1-2H3	floral liquorlike fruity earthy|nutty	fruity
ethyl stearate	CCCCCCCCCCCCCCCCCC(=O)OCC	InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3	sharp|sour	
ethyl octanoate	CCCCCCCC(=O)OCC	InChI=1S/C10H20O2/c1-3-5-6-7-8-9-10(11)12-4-2/h3-9H2,1-2H3	brown floral liquorlike fatty fruity	
ethyl oleate	CCCCCCCCC=CCCCCCCCC(=O)OCC	InChI=1S/C20H38O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h11-12H,3-10,13-19H2,1-2H3/b12-11-	sharp|sour	
ethyl 4-methoxybenzoate	CCOC(=O)C1=CC=C(C=C1)OC	InChI=1S/C10H12O3/c1-3-13-10(11)8-4-6-9(12-2)7-5-8/h4-7H,3H2,1-2H3	vegetal|herbal sharp|sour	vegetal|herbal fruity
ethyl phenylacetate	CCOC(=O)CC1=CC=CC=C1	InChI=1S/C10H12O2/c1-2-12-10(11)8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3	brown floral sharp|bitter sweet	brown floral sharp|bitter sweet
ethyl propionate	CCC(=O)OCC	InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3	liquorlike fruity	
ethyl pyruvate	CCOC(=O)C(=O)C	InChI=1S/C5H8O3/c1-3-8-5(7)4(2)6/h3H2,1-2H3	sweet brown vegetal	
ethyl salicylate	CCOC(=O)C1=CC=CC=C1O	InChI=1S/C9H10O3/c1-2-12-9(11)7-5-3-4-6-8(7)10/h3-6,10H,2H2,1H3	vegetal|herbal minty	
ethyl sorbate	CCOC(=O)C=CC=CC	InChI=1S/C8H12O2/c1-3-5-6-7-8(9)10-4-2/h3,5-7H,4H2,1-2H3/b5-3+,7-6+	fruity	fruity
ethyl tiglate	CCOC(=O)C(=CC)C	InChI=1S/C7H12O2/c1-4-6(3)7(8)9-5-2/h4H,5H2,1-3H3/b6-4+	sweet brown fruity	
ethyl trans-2-decenoate	CCCCCCCC=CC(=O)OCC	InChI=1S/C12H22O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h10-11H,3-9H2,1-2H3/b11-10+	fruity fatty	fruity
ethyl trans-2-hexenoate	CCCC=CC(=O)OCC	InChI=1S/C8H14O2/c1-3-5-6-7-8(9)10-4-2/h6-7H,3-5H2,1-2H3/b7-6+	fruity	fruity
2-pentenoic acid, 2-methyl-, ethyl ester	CCC=C(C)C(=O)OCC	InChI=1S/C8H14O2/c1-4-6-7(3)8(9)10-5-2/h6H,4-5H2,1-3H3/b7-6+	fruity	fruity
2-octenoic acid, ethyl ester	CCCCCC=CC(=O)OCC	InChI=1S/C10H18O2/c1-3-5-6-7-8-9-10(11)12-4-2/h8-9H,3-7H2,1-2H3/b9-8+	earthy|woody fruity	fruity
ethyl trans-4-decenoate	CCCCCC=CCCC(=O)OCC	InChI=1S/C12H22O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h8-9H,3-7,10-11H2,1-2H3/b9-8+	dairy fruity|citrusy fruity	
ethyl undecanoate	CCCCCCCCCCC(=O)OCC	InChI=1S/C13H26O2/c1-3-5-6-7-8-9-10-11-12-13(14)15-4-2/h3-12H2,1-2H3	liquorlike brown	dairy sharp|bitter sharp|chemical fruity
ethyl valerate	CCCCC(=O)OCC	InChI=1S/C7H14O2/c1-3-5-6-7(8)9-4-2/h3-6H2,1-2H3	fruity	fruity
ethyl vanillin	CCOC1=C(C=CC(=C1)C=O)O	InChI=1S/C9H10O3/c1-2-12-9-5-7(6-10)3-4-8(9)11/h3-6,11H,2H2,1H3	brown|chocolate brown|vanilla sharp|bitter fruity	brown|vanilla
ethyl vanillin isobutyrate	CCOC1=C(C=CC(=C1)C=O)OC(=O)C(C)C	InChI=1S/C13H16O4/c1-4-16-12-7-10(8-14)5-6-11(12)17-13(15)9(2)3/h5-9H,4H2,1-3H3	dairy	sweet brown
2-ethoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol	CCOC1=C(C=CC(=C1)C2OCC(O2)C)O	InChI=1S/C12H16O4/c1-3-14-11-6-9(4-5-10(11)13)12-15-7-8(2)16-12/h4-6,8,12-13H,3,7H2,1-2H3	brown|vanilla	vegetal|herbal sharp|spicy
ethyl vanillin beta-d-glucopyranoside	CCOC1=C(C=CC(=C1)C=O)OC2C(C(C(C(O2)CO)O)O)O	InChI=1S/C15H20O8/c1-2-21-10-5-8(6-16)3-4-9(10)22-15-14(20)13(19)12(18)11(7-17)23-15/h3-6,11-15,17-20H,2,7H2,1H3/t11-,12-,13+,14-,15-/m1/s1	brown|vanilla	
ethyl 2-mercaptopropionate	CCOC(=O)C(C)S	InChI=1S/C5H10O2S/c1-3-7-5(6)4(2)8/h4,8H,3H2,1-2H3	fruity sharp|sulfurous	
ethyl 3-hydroxybutyrate	CCOC(=O)CC(C)O	InChI=1S/C6H12O3/c1-3-9-6(8)4-5(2)7/h5,7H,3-4H2,1-2H3	fruity	
ethyl 3-(methylthio)propionate	CCOC(=O)CCSC	InChI=1S/C6H12O2S/c1-3-8-6(7)4-5-9-2/h3-5H2,1-2H3	fruity|citrusy fruity	vegetal|herbal brown starchy sharp|spicy liquorlike fruity sharp|sulfurous
ethyl 4-(acetylthio)butyrate	CCOC(=O)CCCSC(=O)C	InChI=1S/C8H14O3S/c1-3-11-8(10)5-4-6-12-7(2)9/h3-6H2,1-2H3	sweet savory|meaty	
ethyl (2e,4z)-deca-2,4-dienoate	CCCCCC=CC=CC(=O)OCC	InChI=1S/C12H20O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h8-11H,3-7H2,1-2H3/b9-8-,11-10+	fruity	fruity
(s)-(-)-1-(4-methoxyphenyl)ethylamine	CC(C1=CC=C(C=C1)OC)N	InChI=1S/C9H13NO/c1-7(10)8-3-5-9(11-2)6-4-8/h3-7H,10H2,1-2H3/t7-/m0/s1	sharp|chemical	fruity savory|meaty
eucalyptol	CC1(C2CCC(O1)(CC2)C)C	InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3		vegetal|herbal sharp|spicy
eugenol	COC1=C(C=CC(=C1)CC=C)O	InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3	vegetal|herbal sharp|spicy fruity	vegetal|herbal sharp|spicy floral
acetyleugenol	CC(=O)OC1=C(C=C(C=C1)CC=C)OC	InChI=1S/C12H14O3/c1-4-5-10-6-7-11(15-9(2)13)12(8-10)14-3/h4,6-8H,1,5H2,2-3H3	vegetal|herbal fatty	vegetal|herbal fatty
eugenyl benzoate	COC1=C(C=CC(=C1)CC=C)OC(=O)C2=CC=CC=C2	InChI=1S/C17H16O3/c1-3-7-13-10-11-15(16(12-13)19-2)20-17(18)14-8-5-4-6-9-14/h3-6,8-12H,1,7H2,2H3	vegetal|herbal brown sharp|sour	
eugenyl isovalerate	CC(C)CC(=O)OC1=C(C=C(C=C1)CC=C)OC	InChI=1S/C15H20O3/c1-5-6-12-7-8-13(14(10-12)17-4)18-15(16)9-11(2)3/h5,7-8,10-11H,1,6,9H2,2-4H3	vegetal|herbal fruity	vegetal|herbal vegetal
methyleugenol	COC1=C(C=C(C=C1)CC=C)OC	InChI=1S/C11H14O2/c1-4-5-9-6-7-10(12-2)11(8-9)13-3/h4,6-8H,1,5H2,2-3H3	vegetal|herbal sharp|bitter	vegetal|herbal sharp|bitter
alpha-farnesene	CC(=CCCC(=CCC=C(C)C=C)C)C	InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9-10,12H,1,7-8,11H2,2-5H3/b14-10+,15-12+	vegetal|herbal fatty earthy|woody fruity	fruity|berry vegetal earthy|woody fruity|citrusy
trans,trans-farnesol	CC(=CCCC(=CCCC(=CCO)C)C)C	InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9+,15-11+	floral fatty	floral
fenchyl acetate	CC(=O)OC1C(C2CCC1(C2)C)(C)C	InChI=1S/C12H20O2/c1-8(13)14-10-11(2,3)9-5-6-12(10,4)7-9/h9-10H,5-7H2,1-4H3	fatty	
(+)-fenchyl alcohol	CC1(C2CCC(C2)(C1O)C)C	InChI=1S/C10H18O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7-8,11H,4-6H2,1-3H3/t7?,8?,10-/m1/s1	fruity|citrusy sharp|bitter	vegetal|herbal sharp|bitter fruity|citrusy sharp|sour
cid 6850740	CC=CC1=CC=C(C=C1)OC.CC1(C2CCC(C2)(C1=O)C)C.COC1=CC=C(C=C1)CC=C	InChI=1S/C10H16O.2C10H12O/c1-9(2)7-4-5-10(3,6-7)8(9)11;2*1-3-4-9-5-7-10(11-2)8-6-9/h7H,4-6H2,1-3H3;3-8H,1-2H3;3,5-8H,1,4H2,2H3/b;4-3+;	sharp|spicy sharp|bitter	sharp|bitter
formic acid	C(=O)O	InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)	fruity|berry sharp|sour fatty	sharp|sour
fumaric acid	C(=CC(=O)O)C(=O)O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+		sharp|sour
furfuryl 2-methyl-3-furyl disulfide	CC1=C(C=CO1)SSCC2=CC=CO2	InChI=1S/C10H10O2S2/c1-8-10(4-6-11-8)14-13-7-9-3-2-5-12-9/h2-6H,7H2,1H3	sharp|sulfurous	
furfuryl acetate	CC(=O)OCC1=CC=CO1	InChI=1S/C7H8O3/c1-6(8)10-5-7-3-2-4-9-7/h2-4H,5H2,1H3	floral fruity	
furfuryl alcohol	C1=COC(=C1)CO	InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2	sweet savory|cooked sharp|bitter	sweet savory|cooked sharp|bitter
furfuryl isopropyl sulfide	CC(C)SCC1=CC=CO1	InChI=1S/C8H12OS/c1-7(2)10-6-8-4-3-5-9-8/h3-5,7H,6H2,1-2H3	savory savory|meaty	
furfuryl isovalerate	CC(C)CC(=O)OCC1=CC=CO1	InChI=1S/C10H14O3/c1-8(2)6-10(11)13-7-9-4-3-5-12-9/h3-5,8H,6-7H2,1-2H3	fruity|berry brown sharp|bitter fruity	
2-(methoxymethyl)furan	COCC1=CC=CO1	InChI=1S/C6H8O2/c1-7-5-6-3-2-4-8-6/h2-4H,5H2,1H3	savory|cooked brown sharp|bitter	
furfuryl methyl sulfide	CSCC1=CC=CO1	InChI=1S/C6H8OS/c1-8-5-6-3-2-4-7-6/h2-4H,5H2,1H3	sharp|sulfurous	sharp|sulfurous
furfuryl propionate	CCC(=O)OCC1=CC=CO1	InChI=1S/C8H10O3/c1-2-8(9)11-6-7-4-3-5-10-7/h3-5H,2,6H2,1H3	floral sharp|spicy	
furfuryl propyl disulfide	CCCSSCC1=CC=CO1	InChI=1S/C8H12OS2/c1-2-6-10-11-7-8-4-3-5-9-8/h3-5H,2,6-7H2,1H3		vegetal|allium sharp|sulfurous
furfuryl thioacetate	CC(=O)SCC1=CC=CO1	InChI=1S/C7H8O2S/c1-6(8)10-5-7-3-2-4-9-7/h2-4H,5H2,1H3	savory|cooked sharp|bitter	savory|cooked
furfuryl thiopropionate	CCC(=O)SCC1=CC=CO1	InChI=1S/C8H10O2S/c1-2-8(9)11-6-7-4-3-5-10-7/h3-5H,2,6H2,1H3	brown sharp|bitter savory sharp|sulfurous	savory|cooked sharp|chemical savory
1'-acetoxychavicol acetate, (+/-)-	CC(=O)OC1=CC=C(C=C1)C(C=C)OC(=O)C	InChI=1S/C13H14O4/c1-4-13(17-10(3)15)11-5-7-12(8-6-11)16-9(2)14/h4-8,13H,1H2,2-3H3		sharp|bitter
galbanum	CCCC(=O)CC=CC=CC=C.CCCC(=O)CC=CC=CC=C.CCC(=O)CCC=CC=CC=C.CCC(=O)CCC=CC=CC=C.CC(=O)CCCC=CC=CC=C.CC(=O)CCCC=CC=CC=C	InChI=1S/6C11H16O/c2*1-3-4-5-6-7-8-9-10-11(2)12;2*1-3-5-6-7-8-9-10-11(12)4-2;2*1-3-5-6-7-8-10-11(12)9-4-2/h2*3-7H,1,8-10H2,2H3;4*3,5-8H,1,4,9-10H2,2H3/b5-4+,7-6+;5-4+,7-6-;6-5+,8-7+;6-5+,8-7-;6-5+,8-7+;6-5+,8-7-	dairy brown sharp|spicy fatty sharp|bitter sharp|sour	sharp|bitter
1-(prop-2-enyldisulfanyl)propane;3-prop-2-enylsulfinylsulfanylprop-1-ene;3-(prop-2-enyltrisulfanyl)prop-1-ene	CCCSSCC=C.C=CCSSSCC=C.C=CCSS(=O)CC=C	InChI=1S/C6H10OS2.C6H10S3.C6H12S2/c1-3-5-8-9(7)6-4-2;1-3-5-7-9-8-6-4-2;1-3-5-7-8-6-4-2/h2*3-4H,1-2,5-6H2;3H,1,4-6H2,2H3	sharp|sour vegetal|allium fatty	
gentian violet	CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-]	InChI=1S/C25H30N3.ClH/c1-26(2)22-13-7-19(8-14-22)25(20-9-15-23(16-10-20)27(3)4)21-11-17-24(18-12-21)28(5)6;/h7-18H,1-6H3;1H/q+1;/p-1	floral vegetal	floral sharp|bitter
geranic acid	CC(=CCCC(=CC(=O)O)C)C	InChI=1S/C10H16O2/c1-8(2)5-4-6-9(3)7-10(11)12/h5,7H,4,6H2,1-3H3,(H,11,12)/b9-7+	fruity	vegetal|herbal fruity savory|meaty
geraniol	CC(=CCCC(=CCO)C)C	InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+	floral	nan
acid alizarine red b	C1=CC=C(C(=C1)C(=O)O)N=NC2=C3C=CC(=CC3=CC(=C2[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]	InChI=1S/C17H12N2O9S2.3Na/c20-16-14(30(26,27)28)8-9-7-10(29(23,24)25)5-6-11(9)15(16)19-18-13-4-2-1-3-12(13)17(21)22;;;/h1-8,20H,(H,21,22)(H,23,24,25)(H,26,27,28);;;/q;3*+1/p-3	floral fruity sharp|bitter	sharp|bitter
geranyl tiglate	CC=C(C)C(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C15H24O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h6,8,10H,7,9,11H2,1-5H3/b13-10+,14-6+	vegetal|herbal vegetal floral fatty minty fruity	floral
geranyl 2-methylbutyrate	CCC(C)C(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C15H26O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h8,10,14H,6-7,9,11H2,1-5H3/b13-10+	floral fruity	fruity savory|meaty
geranyl acetate	CC(=CCCC(=CCOC(=O)C)C)C	InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8+	floral fatty	floral sharp|bitter
geranyl acetoacetate	CC(=CCCC(=CCOC(=O)CC(=O)C)C)C	InChI=1S/C14H22O3/c1-11(2)6-5-7-12(3)8-9-17-14(16)10-13(4)15/h6,8H,5,7,9-10H2,1-4H3/b12-8+	sharp|salty	
geranyl butyrate	CCCC(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C14H24O2/c1-5-7-14(15)16-11-10-13(4)9-6-8-12(2)3/h8,10H,5-7,9,11H2,1-4H3/b13-10+	floral sharp|sour fruity	fruity
geranyl formate	CC(=CCCC(=CCOC=O)C)C	InChI=1S/C11H18O2/c1-10(2)5-4-6-11(3)7-8-13-9-12/h5,7,9H,4,6,8H2,1-3H3/b11-7+	vegetal floral sharp|bitter sharp|sour	floral vegetal sharp|bitter
geranyl hexanoate	CCCCCC(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C16H28O2/c1-5-6-7-11-16(17)18-13-12-15(4)10-8-9-14(2)3/h9,12H,5-8,10-11,13H2,1-4H3/b15-12+	floral dairy	
geranyl isobutyrate	CC(C)C(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C14H24O2/c1-11(2)7-6-8-13(5)9-10-16-14(15)12(3)4/h7,9,12H,6,8,10H2,1-5H3/b13-9+	floral sharp|sour fruity	fruity
geranyl isovalerate	CC(C)CC(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C15H26O2/c1-12(2)7-6-8-14(5)9-10-17-15(16)11-13(3)4/h7,9,13H,6,8,10-11H2,1-5H3/b14-9+	floral dairy fruity	fruity
geranyl phenylacetate	CC(=CCCC(=CCOC(=O)CC1=CC=CC=C1)C)C	InChI=1S/C18H24O2/c1-15(2)8-7-9-16(3)12-13-20-18(19)14-17-10-5-4-6-11-17/h4-6,8,10-12H,7,9,13-14H2,1-3H3/b16-12+	sweet brown floral	brown floral fruity sharp|sour
geranyl propionate	CCC(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C13H22O2/c1-5-13(14)15-10-9-12(4)8-6-7-11(2)3/h7,9H,5-6,8,10H2,1-4H3/b12-9+	floral sharp|bitter fruity sharp|sour	floral sharp|bitter
geranyl valerate	CCCCC(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C15H26O2/c1-5-6-10-15(16)17-12-11-14(4)9-7-8-13(2)3/h8,11H,5-7,9-10,12H2,1-4H3/b14-11+	floral fruity	floral fruity savory|meaty
cid 6850776	CCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC.CCCCCC(C)CC(=O)CCC1=CC(=C(C=C1)O)OC	InChI=1S/C18H28O3.C17H24O3/c1-4-5-6-7-14(2)12-16(19)10-8-15-9-11-17(20)18(13-15)21-3;1-3-4-5-6-7-8-15(18)11-9-14-10-12-16(19)17(13-14)20-2/h9,11,13-14,20H,4-8,10,12H2,1-3H3;7-8,10,12-13,19H,3-6,9,11H2,1-2H3/b;8-7+	vegetal|herbal dairy sharp|spicy fatty fruity	vegetal|herbal sharp|spicy
ginseng tetrapeptide	CC(C)C(C(=O)NC(CCC(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)O)C(=O)O)N	InChI=1S/C18H33N7O7/c1-9(2)14(19)16(30)25-11(17(31)32)5-6-12(26)24-10(4-3-7-22-18(20)21)15(29)23-8-13(27)28/h9-11,14H,3-8,19H2,1-2H3,(H,23,29)(H,24,26)(H,25,30)(H,27,28)(H,31,32)(H4,20,21,22)/t10-,11+,14-/m0/s1	vegetal|herbal sweet	sweet sharp|bitter
d-glucose pentaacetate	CC(=O)OCC(C(C(C(C=O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	InChI=1S/C16H22O11/c1-8(18)23-7-14(25-10(3)20)16(27-12(5)22)15(26-11(4)21)13(6-17)24-9(2)19/h6,13-16H,7H2,1-5H3		fruity|citrusy sharp|bitter
glyceryl monooleate	CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O	InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h9-10,20,22-23H,2-8,11-19H2,1H3/b10-9-	sweet fatty	nan
glyceryl 1-abietate	CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)OCC(CO)O)C	InChI=1S/C23H36O4/c1-15(2)16-6-8-19-17(12-16)7-9-20-22(19,3)10-5-11-23(20,4)21(26)27-14-18(25)13-24/h7,12,15,18-20,24-25H,5-6,8-11,13-14H2,1-4H3/t18?,19-,20+,22+,23+/m0/s1	sharp|sour	
tributyrin	CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC	InChI=1S/C15H26O6/c1-4-7-13(16)19-10-12(21-15(18)9-6-3)11-20-14(17)8-5-2/h12H,4-11H2,1-3H3	sharp|sour sharp|bitter	sharp|bitter
glyceryl 5-hydroxydecanoate	CCCCCC(CCCC(=O)OCC(CO)O)O	InChI=1S/C13H26O5/c1-2-3-4-6-11(15)7-5-8-13(17)18-10-12(16)9-14/h11-12,14-16H,2-10H2,1H3	fatty	
2,3-dihydroxypropyl 5-hydroxydodecanoate	CCCCCCCC(CCCC(=O)OCC(CO)O)O	InChI=1S/C15H30O5/c1-2-3-4-5-6-8-13(17)9-7-10-15(19)20-12-14(18)11-16/h13-14,16-18H,2-12H2,1H3	fatty	
tripropionin	CCC(=O)OCC(COC(=O)CC)OC(=O)CC	InChI=1S/C12H20O6/c1-4-10(13)16-7-9(18-12(15)6-3)8-17-11(14)5-2/h9H,4-8H2,1-3H3	dairy	sharp|bitter
boc-glycine	CC(C)(C)OC(=O)NCC(=O)O	InChI=1S/C7H13NO4/c1-7(2,3)12-6(11)8-4-5(9)10/h4H2,1-3H3,(H,8,11)(H,9,10)	sharp|sour	
guaiol acetate	CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C	InChI=1S/C17H28O2/c1-11-6-8-14(17(4,5)19-13(3)18)10-16-12(2)7-9-15(11)16/h11-12,14H,6-10H2,1-5H3/t11-,12-,14+/m0/s1	vegetal|herbal floral fatty earthy|woody sharp|sour	vegetal|herbal fruity|berry floral
guaiacol	COC1=CC=CC=C1O	InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3	savory|cooked	earthy|woody liquorlike
2-methoxyphenyl acetate	CC(=O)OC1=CC=CC=C1OC	InChI=1S/C9H10O3/c1-7(10)12-9-6-4-3-5-8(9)11-2/h3-6H,1-2H3		earthy|woody
guaiacyl phenylacetate	COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2	InChI=1S/C15H14O3/c1-17-13-9-5-6-10-14(13)18-15(16)11-12-7-3-2-4-8-12/h2-10H,11H2,1H3	vegetal|herbal sharp|spicy earthy|woody savory|cooked	savory|cooked sharp|spicy earthy|woody
beta-guaiene	CC1CCC(=C(C)C)CC2=C1CCC2C	InChI=1S/C15H24/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h11-12H,5-9H2,1-4H3/t11-,12-/m0/s1	earthy earthy|woody sharp|spicy	earthy|woody sharp|spicy
caffeine, 8-morpholino-	CN1C2=C(N=C1N3CCOCC3)N(C(=O)N(C2=O)C)C	InChI=1S/C12H17N5O3/c1-14-8-9(15(2)12(19)16(3)10(8)18)13-11(14)17-4-6-20-7-5-17/h4-7H2,1-3H3	brown fatty	brown liquorlike fatty sharp|bitter
piperonal	C1OC2=C(O1)C=C(C=C2)C=O	InChI=1S/C8H6O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-4H,5H2	vegetal|herbal sharp|spicy floral sharp|bitter sweet	sweet vegetal sharp|bitter
hept-2-en-1-yl isovalerate	CCCCC=CCC(C(C)C)C(=O)[O-]	InChI=1S/C12H22O2/c1-4-5-6-7-8-9-11(10(2)3)12(13)14/h7-8,10-11H,4-6,9H2,1-3H3,(H,13,14)/p-1/b8-7+	dairy	fruity savory|meaty
acetic acid trans-2-hepten-1-yl ester	CCCCC=CCOC(=O)C	InChI=1S/C9H16O2/c1-3-4-5-6-7-8-11-9(2)10/h6-7H,3-5,8H2,1-2H3/b7-6+	vegetal fruity	fruity|berry fruity savory|meaty
heptanal	CCCCCCC=O	InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3	fatty	
1,1-dimethoxyheptane	CCCCCCC(OC)OC	InChI=1S/C9H20O2/c1-4-5-6-7-8-9(10-2)11-3/h9H,4-8H2,1-3H3	liquorlike earthy|nutty	earthy
2-hexyl-1,3-dioxolane-4-methanol	CCCCCCC1OCC(O1)CO	InChI=1S/C10H20O3/c1-2-3-4-5-6-10-12-8-9(7-11)13-10/h9-11H,2-8H2,1H3	earthy|fungal	earthy|fungal
1-heptanethiol	CCCCCCCS	InChI=1S/C7H16S/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3	vegetal|allium sharp|sulfurous	vegetal|allium fruity savory|meaty
heptanoic acid	CCCCCCC(=O)O	InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)	sharp|sour sharp|sulfurous	
heptyl acetate	CCCCCCCOC(=O)C	InChI=1S/C9H18O2/c1-3-4-5-6-7-8-11-9(2)10/h3-8H2,1-2H3	earthy|dry floral fruity	floral fruity
1-heptanol	CCCCCCCO	InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3	sharp|spicy fatty	sharp|spicy
heptyl butyrate	CCCCCCCOC(=O)CCC	InChI=1S/C11H22O2/c1-3-5-6-7-8-10-13-11(12)9-4-2/h3-10H2,1-2H3	vegetal|herbal floral fruity sharp|sour	vegetal|herbal
heptyl formate	CCCCCCCOC=O	InChI=1S/C8H16O2/c1-2-3-4-5-6-7-10-8-9/h8H,2-7H2,1H3	fruity	
heptyl heptanoate	CCCCCCCOC(=O)CCCCCC	InChI=1S/C14H28O2/c1-3-5-7-9-11-13-16-14(15)12-10-8-6-4-2/h3-13H2,1-2H3		earthy|nutty
heptyl 2-methylpropanoate	CCCCCCCOC(=O)C(C)C	InChI=1S/C11H22O2/c1-4-5-6-7-8-9-13-11(12)10(2)3/h10H,4-9H2,1-3H3	vegetal|herbal sharp|sour earthy|woody	floral fruity
hexanal	CCCCCC=O	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3	fruity|berry fatty fruity|citrusy fruity sharp|sour	floral earthy|woody fruity
hexanal dihexyl acetal	CCCCCCOC(CCCCC)OCCCCCC	InChI=1S/C18H38O2/c1-4-7-10-13-16-19-18(15-12-9-6-3)20-17-14-11-8-5-2/h18H,4-17H2,1-3H3	vegetal	
hexanoic acid	CCCCCC(=O)O	InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)	vegetal|herbal fruity|berry brown dairy fatty fruity sharp|sour	fatty
hexyl 2-furoate	CCCCCCOC(=O)C1=CC=CO1	InChI=1S/C11H16O3/c1-2-3-4-5-8-14-11(12)10-7-6-9-13-10/h6-7,9H,2-5,8H2,1H3	dairy fruity	
hexyl 2-methyl-3-pentenoate	CCCCCCOC(=O)C(C)C=CC	InChI=1S/C12H22O2/c1-4-6-7-8-10-14-12(13)11(3)9-5-2/h5,9,11H,4,6-8,10H2,1-3H3/b9-5+	fruity	
hexyl 2-methylbutanoate	CCCCCCOC(=O)C(C)CC	InChI=1S/C11H22O2/c1-4-6-7-8-9-13-11(12)10(3)5-2/h10H,4-9H2,1-3H3	sharp|sour fruity	fruity|berry sharp|sour fruity
hexyl 3-mercaptobutanoate	CCCCCCOC(=O)CC(C)S	InChI=1S/C10H20O2S/c1-3-4-5-6-7-12-10(11)8-9(2)13/h9,13H,3-8H2,1-2H3	vegetal|herbal sharp|spicy fruity	floral fruity
hexyl acetate	CCCCCCOC(=O)C	InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3	floral sharp|bitter sweet fruity sharp|sour sharp|sulfurous	floral sharp|bitter sweet fruity
1-hexanol	CCCCCCO	InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3	vegetal|herbal fruity|berry fatty fruity	fruity
hexyl benzoate	CCCCCCOC(=O)C1=CC=CC=C1	InChI=1S/C13H18O2/c1-2-3-4-8-11-15-13(14)12-9-6-5-7-10-12/h5-7,9-10H,2-4,8,11H2,1H3	earthy|woody brown sharp|sour	
